Date,Close,High,Low,Open,Volume
01-01-1989,401.2999878,401.3999939,376.8999939,378.8999939,2716010000
01-02-1989,399.7000122,410.1000061,398.2000122,401.7999878,2527450000
01-03-1989,406.7000122,409.7999878,397.7999878,401,2869270000
01-04-1989,427.6000061,427.6000061,406.5,407,2661880000
01-05-1989,446.2000122,446.2000122,425.7999878,425.8999939,3074870000
01-06-1989,435.2999878,454.6000061,431.7000122,446.7999878,3014700000
01-07-1989,453.7999878,453.7999878,434.3999939,434.5,2499440000
01-08-1989,469.2999878,469.3999939,452.3999939,455.2000122,3057070000
01-09-1989,472.8999939,474.6000061,464.8999939,469.8999939,2623010000
01-10-1989,455.6000061,487.5,447.1000061,472.7999878,3160470000
01-11-1989,456.1000061,457.7999878,446.7999878,456.2000122,2532190000
01-12-1989,454.7999878,459.3999939,431.7999878,456.6000061,2777730000
01-01-1990,415.7999878,461.6000061,410,452.8999939,3027830000
01-02-1990,425.7999878,430.8999939,416.2000122,416.7999878,2420920000
01-03-1990,435.5,443.2999878,424.5,425.2999878,2885450000
01-04-1990,420.1000061,438.5,417,431.6000061,2591450000
01-05-1990,459,460,420.7000122,422,3468570000
01-06-1990,462.2999878,469.3999939,453.2000122,459.5,3142690000
01-07-1990,438.2000122,470.2999878,436.7999878,461.6000061,2984860000
01-08-1990,381.2000122,438.6000061,359.7000122,437.7000122,3111320000
01-09-1990,344.5,385.2000122,334.6000061,379,2089400000
01-10-1990,329.7999878,360.8999939,323,349,2688480000
01-11-1990,359.1000061,359.1000061,327.7999878,328.6000061,2378230000
01-12-1990,373.7999878,378,359.7999878,361.1000061,2500100000
01-01-1991,414.2000122,414.2000122,353,373,2924360000
01-02-1991,453.1000061,454.2000122,413.5,415.1000061,3312960000
01-03-1991,482.2999878,483.3200073,450.2999878,450.6000061,3585210000
01-04-1991,484.7200012,512.6799927,479.1199951,480.1799927,4113980000
01-05-1991,506.1099854,506.1199951,476.5799866,481.9400024,3377720000
01-06-1991,475.9200134,508.0400085,470.9200134,505.8399963,2835480000
01-07-1991,502.0400085,502.1300049,471.2399902,478.0599976,3098110000
01-08-1991,525.6799927,527.710022,487.0799866,502.269989,3274400000
01-09-1991,526.8800049,529.210022,511.0499878,526.2999878,3215650000
01-10-1991,542.9799805,543.0100098,513.210022,527.1400146,4070930000
01-11-1991,523.9000244,558.1599731,516.3900146,542.1699829,3700150000
01-12-1991,586.3400269,586.3499756,518.6300049,519.4799805,3632360000
01-01-1992,620.210022,632.9899902,576.1300049,580.039978,5605540000
01-02-1992,633.4699707,646.0900269,617.0800171,620.5700073,4219570000
01-03-1992,603.7700195,637.210022,599.5999756,634.039978,4048220000
01-04-1992,578.6799927,603.1699829,557.0599976,598.6199951,3946710000
01-05-1992,585.3099976,591.210022,571.0100098,579.7299805,3114980000
01-06-1992,563.5999756,591.0700073,545.9500122,583.6699829,3589630000
01-07-1992,580.8300171,581.0100098,553.7600098,563.7299805,3591650000
01-08-1992,563.1199951,583.8400269,550.3599854,579.6199951,3083350000
01-09-1992,583.2700195,594.210022,562.3599854,562.5100098,3700770000
01-10-1992,605.1699829,606.5800171,551.7199707,581.0800171,4223690000
01-11-1992,652.7299805,652.75,603.3099976,603.7600098,4404630000
01-12-1992,676.9500122,676.9500122,648.75,650.5800171,4949710000
01-01-1993,696.3400269,711.0300293,670.5100098,675.3099976,5187460000
01-02-1993,670.7700195,711.2800293,647.789978,697.9799805,4973610000
01-03-1993,690.1300049,697.4099731,668.7399902,670.8800049,5119150000
01-04-1993,661.4199829,691.1500244,644.710022,690.8200073,4887000000
01-05-1993,700.5300293,707.0499878,661.4299927,662.75,5106460000
01-06-1993,703.9500122,706.6300049,682.8900146,700.960022,5371310000
01-07-1993,704.7000122,713.960022,694.5300293,702.0100098,5191300000
01-08-1993,742.8400269,742.9099731,705.0599976,706.3800049,5712060000
01-09-1993,762.7800293,766.5700073,724.4799805,743.6500244,5776680000
01-10-1993,779.2600098,791.2000122,758.9000244,761.6199951,6700790000
01-11-1993,754.3900146,786.0999756,737.6699829,780.3699951,6246880000
01-12-1993,776.7999878,776.8699951,750.2999878,759.9000244,6225130000
01-01-1994,800.4699707,800.6300049,768.4099731,774.1099854,6683340000
01-02-1994,792.5,799.9899902,767.2999878,798.4199829,5993960000
01-03-1994,743.460022,804.4299927,731.8499756,792.0999756,7321980000
01-04-1994,733.8400269,755.3499756,703.4000244,723.0599976,5623380000
01-05-1994,735.1900024,742.460022,703.8400269,733.9699707,5743170000
01-06-1994,705.960022,744.9400024,690.9500122,733.1799927,6016150000
01-07-1994,722.1599731,725.1900024,699.4099731,706.289978,5335860000
01-08-1994,765.6199951,767.5999756,715.9099731,722.8400269,6695930000
01-09-1994,764.289978,779.5800171,752.4899902,763,5964610000
01-10-1994,777.4899902,778.8099976,737.6199951,764.4699707,6625590000
01-11-1994,750.3200073,776.8599854,728.7800293,776.25,6188120000
01-12-1994,751.960022,751.9799805,710.9400024,748.8300171,6169730000
01-01-1995,755.2000122,774.3099976,740.4699707,751.3099976,6429730000
01-02-1995,793.7299805,796.0200195,756.6799927,756.6799927,6206060000
01-03-1995,817.210022,829.9199829,790.3499756,794.3300171,7600900000
01-04-1995,843.9799805,844.4199829,810.8900146,816.0599976,6910700000
01-05-1995,864.5800171,885.9199829,839.4299927,844.7199707,8133750000
01-06-1995,933.4500122,941.1699829,863.8400269,865.6699829,8795140000
01-07-1995,1001.210022,1023.030029,931.9899902,933.9899902,9056140000
01-08-1995,1020.109985,1035.189941,970.8099976,1001.570007,9872930000
01-09-1995,1043.540039,1070.22998,1008.440002,1019.419983,8983540000
01-10-1995,1036.060059,1050.650024,959.3599854,1041.390015,9660490000
01-11-1995,1059.199951,1068.810059,1016.580017,1037.300049,9544310000
01-12-1995,1052.130005,1074.849976,1001.530029,1060.660034,9972500000
01-01-1996,1059.790039,1059.810059,977.789978,1052.829956,11326210000
01-02-1996,1100.050049,1121.890015,1057.819946,1058.26001,10690430000
01-03-1996,1101.400024,1119.839966,1057.869995,1098.939941,10648850000
01-04-1996,1190.52002,1190.869995,1092.439941,1105.77002,11951730000
01-05-1996,1243.430054,1252.810059,1163.209961,1190.47998,14550600000
01-06-1996,1185.02002,1254.119995,1147.75,1242.540039,11479100000
01-07-1996,1080.589966,1198.040039,1008.440002,1185.640015,11807920000
01-08-1996,1141.5,1153.900024,1080.410034,1081.339966,9696450000
01-09-1996,1226.920044,1237.26001,1123.140015,1133.300049,10646990000
01-10-1996,1221.51001,1269.619995,1202.359985,1223.72998,12543840000
01-11-1996,1292.609985,1293.75,1218.22998,1223.719971,10973580000
01-12-1996,1291.030029,1328.949951,1251.030029,1294.780029,11852910000
01-01-1997,1379.849976,1400.530029,1272.339966,1292.650024,14074400000
01-02-1997,1309,1384.51001,1296.880005,1383.969971,12037800000
01-03-1997,1221.699951,1332.339966,1220.400024,1306.209961,11834210000
01-04-1997,1260.76001,1267.410034,1194.160034,1211.280029,12452400000
01-05-1997,1400.319946,1414.26001,1260.939941,1263.930054,12905590000
01-06-1997,1442.069946,1467.290039,1375.449951,1407.069946,12580930000
01-07-1997,1593.810059,1595.76001,1432.420044,1442.650024,14331570000
01-08-1997,1587.319946,1638.26001,1545.130005,1594.670044,13420440000
01-09-1997,1685.689941,1702.48999,1595.069946,1595.069946,14680150000
01-10-1997,1593.609985,1748.780029,1465.839966,1690.790039,18850990000
01-11-1997,1600.550049,1654.430054,1508.410034,1609.619995,11687640000
01-12-1997,1570.349976,1652.839966,1486.51001,1608.560059,14926610000
01-01-1998,1619.359985,1629.540039,1465.609985,1574.099976,13738080000
01-02-1998,1770.51001,1783.73999,1640.060059,1640.060059,14564140000
01-03-1998,1835.680054,1840.829956,1708.47998,1778.719971,16973400000
01-04-1998,1868.410034,1931.829956,1788.73999,1838.150024,17292480000
01-05-1998,1778.869995,1890.800049,1742.050049,1871.810059,14377770000
01-06-1998,1894.73999,1898.619995,1715.040039,1770.369995,15899310000
01-07-1998,1872.390015,2028.180054,1871.719971,1904.23999,17597450000
01-08-1998,1499.25,1874.310059,1498.72998,1869.719971,15746140000
01-09-1998,1693.839966,1769.709961,1475.48999,1509.01001,15884050000
01-10-1998,1771.390015,1781.630005,1343.869995,1663.300049,19397870000
01-11-1998,1949.540039,2025.040039,1771.400024,1783.709961,17697660000
01-12-1998,2192.689941,2200.629883,1924.150024,1928.51001,19075670000
01-01-1999,2505.889893,2506.679932,2192.679932,2207.540039,20526060000
01-02-1999,2288.030029,2533.439941,2224.209961,2522.379883,17439250000
01-03-1999,2461.399902,2520.629883,2235.189941,2286.830078,21196320000
01-04-1999,2542.860107,2677.76001,2329.870117,2493.070068,23426400000
01-05-1999,2470.52002,2632.73999,2339.120117,2546.330078,18519390000
01-06-1999,2686.120117,2696.870117,2364.590088,2467.51001,19607990000
01-07-1999,2638.48999,2874.919922,2619.080078,2692.959961,20915660000
01-08-1999,2739.350098,2819.899902,2442.219971,2638.310059,20246710000
01-09-1999,2746.159912,2897.530029,2684.699951,2752.330078,21333490000
01-10-1999,2966.429932,2978.629883,2632.01001,2729.040039,22684970000
01-11-1999,3336.159912,3469.350098,2967.629883,2970.929932,28754050000
01-12-1999,4069.310059,4090.610107,3321.570068,3341.100098,31236210000
01-01-2000,3940.350098,4303.149902,3711.090088,4186.189941,33421060000
01-02-2000,4696.689941,4698.459961,3911.840088,3961.070068,35644700000
01-03-2000,4572.830078,5132.52002,4355.689941,4732.819824,43200490000
01-04-2000,3860.659912,4572.839844,3227.040039,4494.890137,35147970000
01-05-2000,3400.909912,3982.379883,3042.659912,3930.179932,30831980000
01-06-2000,3966.110107,4073.72998,3459.850098,3471.949951,33352380000
01-07-2000,3766.98999,4289.060059,3615.790039,3950.590088,30916110000
01-08-2000,4206.350098,4208.72998,3521.139893,3760.949951,33222920000
01-09-2000,3672.820068,4259.870117,3614.659912,4252.149902,34727330000
01-10-2000,3369.629883,3714.47998,3026.110107,3714.47998,44129010000
01-11-2000,2597.929932,3480.01001,2523.040039,3316.51001,38181910000
01-12-2000,2470.52002,3028.75,2288.159912,2644.090088,44347190000
01-01-2001,2772.72998,2892.360107,2251.709961,2474.159912,49399780000
01-02-2001,2151.830078,2796.889893,2127.5,2771.570068,36428040000
01-03-2001,1840.26001,2243.780029,1794.209961,2126.300049,44719260000
01-04-2001,2116.23999,2202.860107,1619.579956,1835.219971,42649960000
01-05-2001,2110.48999,2328.050049,2052.409912,2116.23999,41465750000
01-06-2001,2160.540039,2264.580078,1973.699951,2131.120117,36577380000
01-07-2001,2027.130005,2181.050049,1934.670044,2156.76001,32812530000
01-08-2001,1805.430054,2103.159912,1777.109985,2051.560059,32437350000
01-09-2001,1498.800049,1836.189941,1387.060059,1802.290039,30829450000
01-10-2001,1690.199951,1792.869995,1458.410034,1491.449951,43885890000
01-11-2001,1930.579956,1965.089966,1683.98999,1705.52002,38324730000
01-12-2001,1950.400024,2065.689941,1898.97998,1915.130005,35539380000
01-01-2002,1934.030029,2098.879883,1851.48999,1965.180054,39095980000
01-02-2002,1731.48999,1942.150024,1696.550049,1928.829956,34022690000
01-03-2002,1845.349976,1946.22998,1742.079956,1745.48999,34619370000
01-04-2002,1688.22998,1865.369995,1640.969971,1834.589966,38648510000
01-05-2002,1615.72998,1759.329956,1560.290039,1683.76001,39802810000
01-06-2002,1463.209961,1621.5,1375.530029,1613.5,36638230000
01-07-2002,1328.26001,1459.839966,1192.420044,1457.040039,45237670000
01-08-2002,1314.849976,1426.76001,1205.680054,1322.469971,31490760000
01-09-2002,1172.060059,1347.27002,1160.069946,1302.670044,29029680000
01-10-2002,1329.75,1347.579956,1108.48999,1180.26001,38730160000
01-11-2002,1478.780029,1497.439941,1313.719971,1320.949951,35673650000
01-12-2002,1335.51001,1521.439941,1327.189941,1507.939941,29122630000
01-01-2003,1320.910034,1467.349976,1303.640015,1346.930054,30898030000
01-02-2003,1337.52002,1352.069946,1261.790039,1324.73999,24374040000
01-03-2003,1341.170044,1425.72998,1253.219971,1344.209961,31136990000
01-04-2003,1464.310059,1482.48999,1338.22998,1347.540039,30761430000
01-05-2003,1595.910034,1599.920044,1451.319946,1463,38423310000
01-06-2003,1622.800049,1686.099976,1584.699951,1612.099976,41170990000
01-07-2003,1735.02002,1776.099976,1598.920044,1617.300049,38212570000
01-08-2003,1810.449951,1813.819946,1640.880005,1731.630005,30294060000
01-09-2003,1786.939941,1913.73999,1783.459961,1817.920044,39917180000
01-10-2003,1932.209961,1966.869995,1796.089966,1797.069946,41226870000
01-11-2003,1960.26001,1992.27002,1878.069946,1941.310059,34049930000
01-12-2003,2003.369995,2015.22998,1887.459961,1972.969971,35470880000
01-01-2004,2066.149902,2153.830078,1999.77002,2011.079956,45972690000
01-02-2004,2029.819946,2094.919922,1991.050049,2072.129883,35916840000
01-03-2004,1994.219971,2069.02002,1896.910034,2036.920044,42497500000
01-04-2004,1920.150024,2079.120117,1919.390015,1996.449951,40153120000
01-05-2004,1986.73999,1991.869995,1865.400024,1928.719971,32652780000
01-06-2004,2047.790039,2055.649902,1960.26001,1978.52002,32602090000
01-07-2004,1887.359985,2045.530029,1829.060059,2045.530029,35711700000
01-08-2004,1838.099976,1893.130005,1750.819946,1874.930054,30823660000
01-09-2004,1896.839966,1925.849976,1833.329956,1833.369995,31295080000
01-10-2004,1974.98999,1984.180054,1899.329956,1909.589966,35975380000
01-11-2004,2096.810059,2117.889893,1969.319946,1975.47998,37928210000
01-12-2004,2175.439941,2185.560059,2097.860107,2104.580078,44379920000
01-01-2005,2062.409912,2191.600098,2008.680054,2184.75,43135970000
01-02-2005,2051.719971,2103.449951,2023,2063.27002,36633150000
01-03-2005,1999.22998,2100.570068,1968.579956,2057.469971,39780380000
01-04-2005,1921.650024,2021.819946,1889.829956,2009.089966,37517930000
01-05-2005,2068.219971,2076.800049,1916.030029,1923.22998,34223410000
01-06-2005,2056.959961,2106.570068,2039.689941,2067.22998,36702320000
01-07-2005,2184.830078,2201.389893,2050.300049,2060.969971,32702310000
01-08-2005,2152.090088,2219.909912,2112.25,2191.48999,34238710000
01-09-2005,2151.689941,2186.830078,2093.060059,2150.030029,34790080000
01-10-2005,2120.300049,2167,2025.579956,2152.699951,36500900000
01-11-2005,2232.820068,2269.300049,2108.860107,2109.889893,35854200000
01-12-2005,2205.320068,2278.159912,2200.51001,2244.850098,34343260000
01-01-2006,2305.820068,2332.919922,2189.909912,2216.530029,41781780000
01-02-2006,2281.389893,2313.530029,2232.679932,2294.110107,37103890000
01-03-2006,2339.790039,2353.139893,2239.540039,2288.149902,47567350000
01-04-2006,2322.570068,2375.540039,2299.419922,2352.23999,39227480000
01-05-2006,2178.879883,2352.560059,2135.810059,2329.790039,45923780000
01-06-2006,2172.090088,2233.879883,2065.110107,2179.820068,43418010000
01-07-2006,2091.469971,2190.439941,2012.780029,2177.909912,36405330000
01-08-2006,2183.75,2193.340088,2048.219971,2080.340088,38177580000
01-09-2006,2258.429932,2273.300049,2147.439941,2194.560059,37304950000
01-10-2006,2366.709961,2379.290039,2224.209961,2257,42714580000
01-11-2006,2431.77002,2468.419922,2316.820068,2373.48999,38943340000
01-12-2006,2415.290039,2470.949951,2392.949951,2430.75,35073670000
01-01-2007,2463.929932,2508.929932,2394.659912,2429.719971,42688490000
01-02-2007,2416.149902,2531.419922,2395.350098,2474.080078,39700560000
01-03-2007,2421.639893,2459.959961,2331.570068,2377.179932,43563900000
01-04-2007,2525.090088,2562.98999,2409.040039,2425.360107,39717000000
01-05-2007,2604.52002,2607.899902,2510.570068,2529.949951,44252460000
01-06-2007,2603.22998,2634.600098,2534.969971,2614.01001,45340310000
01-07-2007,2546.27002,2724.73999,2545.899902,2617.389893,45107360000
01-08-2007,2596.360107,2627.75,2386.689941,2538.5,52126030000
01-09-2007,2701.5,2716.75,2536.929932,2596.379883,35257250000
01-10-2007,2859.120117,2861.51001,2698.139893,2704.25,48751620000
01-11-2007,2660.959961,2835.629883,2539.810059,2835,50214790000
01-12-2007,2652.280029,2734.820068,2553.98999,2654.909912,37753390000
01-01-2008,2389.860107,2661.5,2202.540039,2653.909912,55211960000
01-02-2008,2271.47998,2419.22998,2252.649902,2392.580078,45767570000
01-03-2008,2279.100098,2346.780029,2155.419922,2271.26001,44966440000
01-04-2008,2412.800049,2451.189941,2266.290039,2306.51001,42726250000
01-05-2008,2522.659912,2551.469971,2416.48999,2416.48999,42783110000
01-06-2008,2292.97998,2549.939941,2290.590088,2514.820068,45968100000
01-07-2008,2325.550049,2353.389893,2167.290039,2274.23999,50672460000
01-08-2008,2367.52002,2473.199951,2280.929932,2326.830078,39482890000
01-09-2008,2091.879883,2413.110107,1983.72998,2402.110107,51722940000
01-10-2008,1720.949951,2083.199951,1493.790039,2075.100098,62537120000
01-11-2008,1535.569946,1785.839966,1295.47998,1718.890015,41933210000
01-12-2008,1577.030029,1602.920044,1398.069946,1496.089966,39619890000
01-01-2009,1476.420044,1665.630005,1434.079956,1578.869995,39995600000
01-02-2009,1377.839966,1598.5,1372.420044,1460.849976,42380620000
01-03-2009,1528.589966,1587,1265.52002,1356.130005,49480930000
01-04-2009,1717.300049,1753.609985,1498.540039,1504.869995,48683640000
01-05-2009,1774.329956,1774.329956,1664.189941,1719.290039,47352030000
01-06-2009,1835.040039,1879.920044,1753.780029,1796.089966,51881250000
01-07-2009,1978.5,2009.810059,1727.050049,1846.119995,47084360000
01-08-2009,2009.060059,2059.47998,1929.640015,1998.349976,44011670000
01-09-2009,2122.419922,2167.699951,1958.040039,2001.300049,49652910000
01-10-2009,2045.109985,2190.639893,2040.209961,2111.77002,50489640000
01-11-2009,2144.600098,2205.320068,2024.27002,2047.420044,38877300000
01-12-2009,2269.149902,2295.800049,2155.959961,2162.22998,39269070000
01-01-2010,2147.350098,2326.280029,2140.340088,2294.409912,45625830000
01-02-2010,2238.26001,2251.679932,2100.169922,2155.810059,42835360000
01-03-2010,2397.959961,2432.25,2247.330078,2247.399902,54955550000
01-04-2010,2461.189941,2535.280029,2383.77002,2411.679932,54528540000
01-05-2010,2257.040039,2503,2140.530029,2472.320068,57203120000
01-06-2010,2109.23999,2341.110107,2105.26001,2244.790039,48633730000
01-07-2010,2254.699951,2307.600098,2061.139893,2110.75,43910370000
01-08-2010,2114.030029,2309.429932,2099.290039,2283.320068,41794240000
01-09-2010,2368.620117,2400.060059,2141.949951,2142.75,41586870000
01-10-2010,2507.409912,2517.5,2332.459961,2386.820068,41539760000
01-11-2010,2498.22998,2592.939941,2459.790039,2520.449951,40893560000
01-12-2010,2652.870117,2675.26001,2535.189941,2535.189941,36306890000
01-01-2011,2700.080078,2766.169922,2663.639893,2676.649902,40221760000
01-02-2011,2782.27002,2840.51001,2705.540039,2717.610107,39225340000
01-03-2011,2781.070068,2802.320068,2603.5,2791.080078,45049990000
01-04-2011,2873.540039,2876.830078,2706.5,2796.669922,38024600000
01-05-2011,2835.300049,2887.75,2739.850098,2881.280029,42067110000
01-06-2011,2773.52002,2834.050049,2599.860107,2829.389893,42570710000
01-07-2011,2756.379883,2878.939941,2724.98999,2775.080078,37282980000
01-08-2011,2579.459961,2796.23999,2331.649902,2791.449951,56977870000
01-09-2011,2415.399902,2643.370117,2414.310059,2583.340088,42996470000
01-10-2011,2684.409912,2753.370117,2298.889893,2401.189941,42787830000
01-11-2011,2620.340088,2730.389893,2441.47998,2607.310059,38397210000
01-12-2011,2605.149902,2674.530029,2518.01001,2615.669922,33177490000
01-01-2012,2813.840088,2834.300049,2627.22998,2657.389893,35325900000
01-02-2012,2966.889893,3000.110107,2825.189941,2830.100098,37728460000
01-03-2012,3091.570068,3134.169922,2900.280029,2979.110107,36686310000
01-04-2012,3046.360107,3128.25,2946.040039,3085.939941,33793990000
01-05-2012,2827.340088,3085.399902,2774.449951,3044.790039,40115930000
01-06-2012,2935.050049,2942.280029,2726.679932,2810.129883,37458650000
01-07-2012,2939.52002,2987.939941,2837.719971,2938.409912,34686680000
01-08-2012,3066.959961,3100.540039,2890.850098,2956.719971,35708950000
01-09-2012,3116.22998,3196.929932,3040.23999,3063.25,33719730000
01-10-2012,2977.22998,3171.459961,2961.159912,3130.310059,36367020000
01-11-2012,3010.23999,3033.850098,2810.800049,2987.540039,36894240000
01-12-2012,3019.51001,3061.820068,2951.040039,3029.209961,33522490000
01-01-2013,3142.129883,3164.060059,3076.600098,3091.330078,39027620000
01-02-2013,3160.189941,3213.600098,3105.360107,3162.939941,35765430000
01-03-2013,3267.52002,3270.300049,3129.399902,3143.540039,33749180000
01-04-2013,3328.790039,3328.790039,3154.959961,3268.629883,36904330000
01-05-2013,3455.909912,3532.040039,3296.5,3325.350098,39144080000
01-06-2013,3403.25,3488.310059,3294.949951,3460.76001,37528250000
01-07-2013,3626.370117,3649.350098,3415.22998,3430.47998,35889520000
01-08-2013,3589.870117,3694.189941,3573.570068,3654.179932,32934650000
01-09-2013,3771.47998,3798.76001,3593.620117,3622.639893,34997740000
01-10-2013,3919.709961,3966.709961,3650.030029,3774.179932,43017190000
01-11-2013,4059.889893,4069.699951,3855.070068,3932.449951,35818470000
01-12-2013,4176.589844,4177.72998,3979.590088,4065.659912,37139280000
01-01-2014,4103.879883,4246.549805,4044.76001,4160.029785,45227610000
01-02-2014,4308.120117,4342.589844,3968.189941,4105.060059,39978180000
01-03-2014,4198.990234,4371.709961,4131.810059,4261.419922,46796180000
01-04-2014,4114.560059,4286.089844,3946.030029,4219.870117,44391220000
01-05-2014,4242.620117,4252.080078,4021.050049,4121.25,39290130000
01-06-2014,4408.180176,4417.459961,4207.609863,4247.959961,40249370000
01-07-2014,4369.77002,4485.930176,4351.040039,4424.709961,39536410000
01-08-2014,4580.27002,4580.27002,4321.890137,4363.390137,33417300000
01-09-2014,4493.390137,4610.569824,4464.439941,4592.419922,39631130000
01-10-2014,4630.740234,4641.509766,4116.600098,4486.649902,50136190000
01-11-2014,4791.629883,4810.859863,4594.919922,4633.709961,32967990000
01-12-2014,4736.049805,4814.950195,4547.310059,4777.72998,39587090000
01-01-2015,4635.240234,4777.009766,4563.109863,4760.240234,38719030000
01-02-2015,4963.529785,4989.25,4580.459961,4650.600098,35773090000
01-03-2015,4900.879883,5042.140137,4825.930176,4973.430176,41204240000
01-04-2015,4941.419922,5119.830078,4844.390137,4894.359863,37409760000
01-05-2015,5070.029785,5111.540039,4888.169922,4966.319824,35994540000
01-06-2015,4986.870117,5164.359863,4956.22998,5094.939941,41338820000
01-07-2015,5128.279785,5231.939941,4901.509766,5029.049805,40633420000
01-08-2015,4776.509766,5175.259766,4292.140137,5134.339844,43408300000
01-09-2015,4620.160156,4960.870117,4487.060059,4673.609863,41503920000
01-10-2015,5053.75,5095.689941,4552.339844,4624.459961,42348240000
01-11-2015,5108.669922,5163.470215,4908.660156,5065.640137,36834860000
01-12-2015,5007.410156,5176.77002,4871.589844,5129.640137,40617940000
01-01-2016,4613.950195,4926.72998,4313.390137,4897.649902,44877130000
01-02-2016,4557.950195,4636.930176,4209.759766,4587.589844,43108650000
01-03-2016,4869.850098,4899.140137,4581.75,4596.009766,40738880000
01-04-2016,4775.359863,4969.319824,4740.839844,4842.549805,38014300000
01-05-2016,4948.049805,4951.450195,4678.379883,4786.549805,38803240000
01-06-2016,4842.669922,4980.140137,4574.25,4928.970215,44213900000
01-07-2016,5162.129883,5175.810059,4786.009766,4837.180176,36050040000
01-08-2016,5213.220215,5275.740234,5109.799805,5167.419922,38754780000
01-09-2016,5312,5342.879883,5097.799805,5218.279785,40112010000
01-10-2016,5189.140137,5340.52002,5169.759766,5300.290039,34708450000
01-11-2016,5323.680176,5403.859863,5034.410156,5199.77002,41950260000
01-12-2016,5383.120117,5512.370117,5238.209961,5323.879883,38648510000
01-01-2017,5614.790039,5867.890137,5397.990234,5425.620117,36115440000
01-02-2017,5825.439941,5928.060059,5616.399902,5654.509766,36811150000
01-03-2017,5911.740234,6074.040039,5769.390137,5874.859863,44064880000
01-04-2017,6047.609863,6221.990234,5805.149902,5917.319824,33894020000
01-05-2017,6198.52002,6341.700195,5996.810059,6067.560059,42405030000
01-06-2017,6140.419922,6460.839844,6087.810059,6215.910156,50292320000
01-07-2017,6348.120117,6435.27002,6081.959961,6173.290039,36228200000
01-08-2017,6428.660156,6497.97998,6177.189941,6372.160156,41368170000
01-09-2017,6495.959961,6737.75,6334.589844,6442.169922,38354650000
01-10-2017,6727.669922,6914.189941,6484.140137,6506.080078,41620780000
01-11-2017,6873.970215,7003.890137,6667.310059,6758.640137,42080670000
01-12-2017,6903.390137,7505.77002,6734.129883,6844.040039,38755950000
