Date,Close,High,Low,Open,Volume
01-01-1985,179.6300049,180.2700043,163.3600006,167.1999969,2673710000
01-02-1985,181.1799927,183.9499969,177.75,179.6300049,2194620000
01-03-1985,180.6600037,183.8899994,176.5299988,181.1799927,2153090000
01-04-1985,179.8300018,183.6100006,177.8600006,180.6600037,1981880000
01-05-1985,189.5500031,189.9799957,178.3500061,179.8300018,2350340000
01-06-1985,191.8500061,191.8500061,185.0299988,189.5500031,2117000000
01-07-1985,190.9199982,196.0700073,189.3000031,191.8500061,2463070000
01-08-1985,188.6300049,192.1699982,186.1000061,190.9199982,1923200000
01-09-1985,182.0800018,188.8000031,179.4499969,188.6300049,1860160000
01-10-1985,189.8200073,190.1499939,181.1600037,182.0599976,2543240000
01-11-1985,202.1699982,203.3999939,189.3699951,189.8200073,2445370000
01-12-1985,211.2799988,213.0800018,200.1000061,202.1699982,2804380000
01-01-1986,211.7799988,214.5700073,202.6000061,211.2799988,2879010000
01-02-1986,226.9199982,227.9199982,210.8200073,211.7799988,2899100000
01-03-1986,238.8999939,240.1100006,222.1799927,226.9199982,3214600000
01-04-1986,235.5200043,245.4700012,226.3000031,238.8999939,3240400000
01-05-1986,247.3500061,249.1900024,232.2599945,235.5200043,2680240000
01-06-1986,250.8399963,251.8099976,238.2299957,246.0399933,2649600000
01-07-1986,236.1199951,253.1999969,233.0700073,250.6699982,3029900000
01-08-1986,252.9299927,254.2400055,231.9199982,236.1199951,2701900000
01-09-1986,231.3200073,254.1300049,228.0800018,252.9299927,3166300000
01-10-1986,243.9799957,244.5099945,231.3200073,231.3200073,3016740000
01-11-1986,249.2200012,249.2200012,235.5099945,243.9700012,2940830000
01-12-1986,242.1699982,254.8699951,241.2799988,249.2200012,3260870000
01-01-1987,274.0799866,280.9599915,242.1699982,242.1699982,4040880000
01-02-1987,284.2000122,287.5499878,273.1600037,274.0799866,3485300000
01-03-1987,291.7000122,302.7200012,282.2999878,284.1700134,3965100000
01-04-1987,288.3599854,303.6499939,275.6700134,291.5899963,3931700000
01-05-1987,290.1000061,298.6900024,277.0100098,286.9899902,3417700000
01-06-1987,304,310.269989,286.9299927,290.1199951,3595000000
01-07-1987,318.6600037,318.8500061,302.5299988,303.9899902,3966400000
01-08-1987,329.7999878,337.8900146,314.5100098,318.6199951,4062400000
01-09-1987,321.8299866,332.1799927,308.5599976,329.8099976,3723200000
01-10-1987,251.7899933,328.9400024,216.4600067,321.8299866,6094500000
01-11-1987,230.3000031,257.2099915,225.75,251.7299957,3589530000
01-12-1987,247.0800018,253.3500061,221.2400055,230.3200073,3926750000
01-01-1988,257.0700073,261.7799988,240.1699982,247.1000061,3494700000
01-02-1988,267.8200073,267.8200073,247.8200073,257.0499878,3693240000
01-03-1988,258.8900146,272.6400146,256.0700073,267.8200073,4052970000
01-04-1988,261.3299866,272.0499878,254.7100067,258.8900146,3260760000
